date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume,label
2009-12-17,Modest Outlook On Building Products,WHR,0.0214190987010542,0.6073852119502952,0.0006455171957193,0.0137434562013021,0.0215272575020062,-0.0108453840821143,-0.001188300637456,0.0193278238516059,0.1616316684028729,0
2010-02-01,"Cramer Says The Financial And Healthcare Sectors Might Have Hit Bottom (HUM, XOM, WHR, DOW, RL, CSCO, CLX, MA, WY)",WHR,0.0117051216711512,-0.0952195274116821,-0.0066067263406041,-0.0026357107289606,-0.0028907782403211,-0.0080813370691538,-0.0109582994483171,0.0811206956842915,4.021548008963972,0
2010-02-02,"Benzinga’s Earnings Roundup (EMR, DOW, SMG, WHR, TNB, CPO)",WHR,0.0811206956842915,4.021548008963972,0.0117051216711512,-0.0066067263406041,-0.0026357107289606,-0.0028907782403211,-0.0080813370691538,-0.0018246465863159,-0.6442155853072433,2
2010-04-26,"Today’s Buzzwords – Earnings Results and Mergers (CAT, WHR, C, HTZ, DTG, HUM)",WHR,0.0997841354713062,4.146288764616167,0.0108785189295628,0.0237925289883094,0.02789066970004,0.0266021742887261,0.0020342281969256,-0.0417181102377473,-0.4930972314835395,1
2010-04-26,"Stocks To Watch On April 26 (CAT, TXN, BLK, AMP, WHR)",WHR,0.0997841354713062,4.146288764616167,0.0108785189295628,0.0237925289883094,0.02789066970004,0.0266021742887261,0.0020342281969256,-0.0417181102377473,-0.4930972314835395,1
2010-04-26,US Stock Futures Point To Bright Day At The Market,WHR,0.0997841354713062,4.146288764616167,0.0108785189295628,0.0237925289883094,0.02789066970004,0.0266021742887261,0.0020342281969256,-0.0417181102377473,-0.4930972314835395,1
2010-04-27,US Stock Market Remained Lukewarm Yesterday,WHR,-0.0417181102377473,-0.4930972314835395,0.0997841354713062,0.0108785189295628,0.0237925289883094,0.02789066970004,0.0266021742887261,0.0273833033139496,-0.1129110840438489,0
2010-05-19,"Mad Money Lightning Round: Jim On AAPL, PFE, SLW, EGO, AEM, BAC, GIS, WHR",WHR,-0.0424836822933463,0.9418412853564664,-0.0337587189054814,0.0134032828715475,-0.0187622320159104,-0.0240553146518316,0.0586281814435356,-0.0649466986134654,-0.0414962562134273,1
2010-05-27,"Mad Money Lightning Round: Jim Discusses HUN, GTE, GILD, GS, BAX, CHU, WHR, OC, QCOM",WHR,0.0571717129409168,0.630750908862981,-0.0004035550990261,0.0172553832623696,-0.0169626856208232,0.0632311899486592,-0.0649466986134654,-0.0021022344110124,-0.3993927047699581,2
2010-07-20,"Stocks To Watch For July 20 (YHOO, AAPL, GS, PEP, JNJ, HOG, UNH, WHR)",WHR,-0.0291153021618866,1.4622011315933563,0.0105075314420912,-0.042063976855554,-0.0135871233070977,0.0114164483236836,0.0436894436359351,-0.0285231221806229,-0.4578663345786633,1
2010-09-01,Corporate Incubators and New Business Creation,WHR,0.0511056118074744,-0.2217204889618682,-0.0028236895610416,-0.0160095179879934,0.014360695868822,-0.0219218931611604,0.0189941508040407,-0.0085952196718828,-0.1484498622750981,1
2010-09-14,"Cramer Sets Rules For New Bullish Market (BA, HON, LVS, WYNN, BUCY, JOYG, APD, ARG, CAT, DE, WHR, INTC, KO, PEP, ETP, WMT, FE, SYK, UA, LULU, DKS, LTD, PBCT, CHK, ARNA, CLNE)",WHR,0.0097739047983878,-0.3016949152542373,-0.0197097804063623,-0.0361478026018051,-0.0215569230173381,0.0196104209166081,-0.0406563892743745,0.0062218956224067,-0.1737459546925566,0
2010-10-01,"Zings Of The Day (MSFT, WHR, PC, HPQ, DTG)",WHR,-0.0093874113210444,-0.479867749116145,0.0026005246493154,0.0227995108395011,0.0158257441306926,-0.0181904896040419,0.0433634360033396,-0.0031170941375213,-0.1947259110076153,2
2010-10-27,"Earnings Scheduled For October 27 (V, PEG, DPS, PG, ODP, ESRX, WHR, NOC, S, GG, SYMC, PX, COP, OI, IP, SO, LM, VMED, CMCSA, ADP, ALL, GD, IACI)",WHR,-0.041173989142339,2.9186928475225065,-0.0034195388073526,-0.0087655263333501,0.0001165710695585,0.0054064811562746,-0.0059582957125765,-0.0498515407182766,-0.46920280023878,1
2011-04-27,"News Summary for April 27, 2011",WHR,0.0089916653961168,1.9643846153846152,0.007337493173589,-0.0010304632139364,0.0124070920831516,0.0016261169481441,0.0143730787056117,-0.0137619586198476,-0.655110672859849,1
2011-04-27,"Earnings Roundup (WLP, EXC, PX, BHI, WHR, GLW, BA, HES, SO, WYN, DPS, SVVS, MCO, GD, COP, NOC)",WHR,0.0089916653961168,1.9643846153846152,0.007337493173589,-0.0010304632139364,0.0124070920831516,0.0016261169481441,0.0143730787056117,-0.0137619586198476,-0.655110672859849,1
2011-07-19,Benzinga's Top Pre-Market Losers,WHR,-0.0070106947094454,1.2322732231266258,-0.0030330305223532,-0.0104397044963797,-0.0193245669190512,-0.0005117311360132,-0.0069860186634354,0.007593264217397,-0.3616269453424554,0
2011-07-21,Investors Caught Between A Rock And A Whirlpool,WHR,-0.037810803391285,1.869332234130256,0.007593264217397,-0.0070106947094454,-0.0030330305223532,-0.0104397044963797,-0.0193245669190512,-0.0039846486459534,-0.6450633119215219,2
2011-07-21,Earnings Scheduled For July 21,WHR,-0.037810803391285,1.869332234130256,0.007593264217397,-0.0070106947094454,-0.0030330305223532,-0.0104397044963797,-0.0193245669190512,-0.0039846486459534,-0.6450633119215219,2
2011-07-22,"News Summary for July 22, 2011",WHR,-0.0039846486459534,-0.6450633119215219,-0.037810803391285,0.007593264217397,-0.0070106947094454,-0.0030330305223532,-0.0104397044963797,-0.0097944661694283,-0.0313963573287077,1
