,date,title,stock,close,volume,1_past_close,2_past_close,3_past_close,4_past_close,5_past_close,next_close,next_volume
0,2019-05-16,"Earnings Scheduled For May 16, 2019",PINS,0.07789037774897545,2.9200498575498575,-0.01241809635025315,0.0886218807632746,-0.08330465197419457,0.010434756071671103,-0.02575398925744543,-0.1348023255066526,0.4916988416988417
1,2019-05-17,"A Look At Benzinga Pro's 10 Most-Searched Tickers For May 17, 2019",PINS,-0.1348023255066526,0.4916988416988417,0.07789037774897545,-0.01241809635025315,0.0886218807632746,-0.08330465197419457,0.010434756071671103,-0.03183521937008915,-0.7233078814546396
2,2019-06-05,28 Stocks Moving In Wednesday's Pre-Market Session,PINS,0.030578501974736216,-0.266849285346207,-0.008196674537606752,-0.020866791981206334,-0.023128190799461712,-0.0027365009786159966,-0.008527105420936376,0.03488367735584896,0.32202574726250366
3,2019-06-10,The IMX Reaches A Six-Month High After May's Volatility,PINS,0.01195218820757038,-0.12602960396340535,0.06974045647635041,0.03488367735584896,0.030578501974736216,-0.008196674537606752,-0.020866791981206334,-0.05225486628182463,-0.2576814063885653
4,2019-07-26,26 Technology Stocks Moving In Today's Pre-Market Session,PINS,0.0018122231527373245,0.2107318805201721,-0.008267417137287736,0.038834913424678597,0.021357795116561773,0.025821590813862594,-0.00853379421425271,0.007959523356050324,0.16529198284394586
5,2019-08-01,"Earnings Scheduled For August 1, 2019",PINS,-0.02380132940687507,0.9019682148693777,0.012927984662304937,0.02727926102770617,0.007959523356050324,0.0018122231527373245,-0.008267417137287736,0.18621910246775863,3.9525920575819082
6,2019-08-02,"10 Stocks To Watch For August 2, 2019",PINS,0.18621910246775863,3.9525920575819082,-0.02380132940687507,0.012927984662304937,0.02727926102770617,0.007959523356050324,0.0018122231527373245,0.004468320740021792,-0.7487553682601306
7,2019-08-15,15 Technology Stocks Moving In Thursday's Pre-Market Session,PINS,-0.0068259765382503446,0.07236521337473367,-0.06362576244076801,0.02379533796777844,0.005683476666901832,0.0011979909032207026,0.0401869463192448,0.006560540774182222,-0.39362033070903824
8,2019-10-01,Tuesday's Market Minute: Say No To IPOs?,PINS,-0.0007561609522407364,-0.6009223216720799,-0.0018867636626621609,-0.03214021869027561,0.009959370871867268,0.0,-0.05043778161786194,0.0030268604911967145,0.18818339960238561
9,2019-10-28,24 Technology Stocks Moving In Monday's Pre-Market Session,PINS,0.015081182538422722,0.08708064565908469,0.0034924389208064177,0.002723723453158966,-0.0069551160612100205,-0.03288494247341067,0.05728964020290084,-0.02590477353050591,0.5133082546667613
10,2019-10-31,Thursday's Market Minute: Tricks Or Treats?,PINS,-0.030092618994970066,1.8688982672447318,0.01368793060801532,-0.02590477353050591,0.015081182538422722,0.0034924389208064177,0.002723723453158966,-0.17024657451102376,2.866813268467057
